topic,variable,discipline,location,value
energy_transport_technology,funding_lq,Engineering and Technology,Swansea,0.6825782665514323
environment,funding_lq,Social Sciences,Swansea,0.08102736144209563
environmental_policy,funding_lq,Environmental Sciences,Swansea,1.0199206851472165
epidemiology_immunology,funding_lq,Life Sciences,Swansea,0.41495770592276
evidence_for_policy,funding_lq,Social Sciences,Swansea,1.774175982523258
experiments,funding_lq,Medical Science,Swansea,0.2585221859706924
gender_sexuality,funding_lq,Social Sciences,Swansea,0.6928116537530643
genetics,funding_lq,Medical Science,Swansea,0.0
geology,funding_lq,Environmental Sciences,Swansea,1.2872386132878728
health_interventions_policy,funding_lq,Medical Science,Swansea,1.1689355450895218
health_social_issues,funding_lq,Arts and Humanities,Swansea,1.1308901256095532
hidrology,funding_lq,Environmental Sciences,Swansea,2.6738379151354885
imaging,funding_lq,Life Sciences,Swansea,0.6863789710372432
industrial_application,funding_lq,Life Sciences,Swansea,0.6189519398763204
ionisation_plasma,funding_lq,Engineering and Technology,Swansea,1.6572289702522676
law,funding_lq,Social Sciences,Swansea,0.14177255698098093
linguistics,funding_lq,Arts and Humanities,Swansea,0.9451173666033637
literature,funding_lq,Arts and Humanities,Swansea,0.7753466934415959
management,funding_lq,Social Sciences,Swansea,3.5729883548868315
materials,funding_lq,Engineering and Technology,Swansea,0.8035343757340616
mathematics,funding_lq,Mathematics and Computing,Swansea,1.2770191158377795
media_performance,funding_lq,Arts and Humanities,Swansea,0.3675923202641591
medieval_modern_history,funding_lq,Arts and Humanities,Swansea,1.4305987967166442
migration_colonial_history,funding_lq,Arts and Humanities,Swansea,0.10685236423204224
military_history,funding_lq,Arts and Humanities,Swansea,0.2910852642705918
minerals_fuels,funding_lq,Environmental Sciences,Swansea,2.4616720402128176
modelling_&_sensors,funding_lq,Environmental Sciences,Swansea,1.314976285528349
modelling_measurement,funding_lq,Mathematics and Computing,Swansea,0.6161624484604068
networks,funding_lq,Mathematics and Computing,Swansea,1.7925601301061953
neurology,funding_lq,Medical Science,Swansea,0.5254734698292974
neuroscience,funding_lq,Life Sciences,Swansea,0.4938394172885622
nutrition_health,funding_lq,Life Sciences,Swansea,1.1297998623792742
obesity_metabolism,funding_lq,Medical Science,Swansea,0.7611423193744341
particle_physics,funding_lq,Physics,Swansea,1.4990327277540978
philosophy,funding_lq,Arts and Humanities,Swansea,0.8398297669685464
photonics_imaging_quantum,funding_lq,Engineering and Technology,Swansea,1.429928090908656
political_history,funding_lq,Arts and Humanities,Swansea,3.803508767943306
prosthetics_robotics_health,funding_lq,Engineering and Technology,Swansea,0.7404400605014871
psychiatry_mental_health,funding_lq,Medical Science,Swansea,1.3448297443802928
psychology,funding_lq,Social Sciences,Swansea,2.567255233325986
public_engagement_infrastructure,funding_lq,Physics,Swansea,0.4744068453806629
reproduction_fertility,funding_lq,Medical Science,Swansea,2.579924061614117
respiratory_system,funding_lq,Medical Science,Swansea,0.07423116032634254
robotics_cybernetics,funding_lq,Mathematics and Computing,Swansea,2.3264743157029315
security,funding_lq,Engineering and Technology,Swansea,1.926242155250248
sensors_data_telescopy,funding_lq,Physics,Swansea,0.3276697814731037
social_care,funding_lq,Social Sciences,Swansea,5.10559781161438
social_history,funding_lq,Arts and Humanities,Swansea,0.8434601274558768
social_history_identity,funding_lq,Arts and Humanities,Swansea,0.3882551860942651
sociology,funding_lq,Social Sciences,Swansea,0.1362079372805646
statistics_data_analysis,funding_lq,Mathematics and Computing,Swansea,0.4995476210691776
surgert_cardiology,funding_lq,Medical Science,Swansea,0.8256266739603906
systems_infrastructure,funding_lq,Engineering and Technology,Swansea,0.8426020830266013
theoretical_physics,funding_lq,Physics,Swansea,2.492301795181727
transport_communications,funding_lq,Mathematics and Computing,Swansea,0.479894180746737
visual,funding_lq,Arts and Humanities,Swansea,0.4150945384975277
ageing,funding_total,Medical Science,Swansea,0.0
agriculture_plant_biology_entomology,funding_total,Life Sciences,Swansea,1930098.0
applications_devices_users,funding_total,Mathematics and Computing,Swansea,20934256.0
archaeology,funding_total,Arts and Humanities,Swansea,276609.0
architecture_spatial,funding_total,Arts and Humanities,Swansea,0.0
astronomy,funding_total,Physics,Swansea,2429.0
astrophysics,funding_total,Physics,Swansea,1987896.0
bio_informatics,funding_total,Life Sciences,Swansea,1060975.0
biopharmaceuticals,funding_total,Life Sciences,Swansea,0.0
bones_muscles,funding_total,Life Sciences,Swansea,701391.0
carbon_greenhouse_pollution,funding_total,Environmental Sciences,Swansea,3872182.0
cells_cancer,funding_total,Medical Science,Swansea,7926414.0
cellular_biology_cancer,funding_total,Life Sciences,Swansea,2828548.0
chemistry_biochemistry,funding_total,Engineering and Technology,Swansea,15718735.0
classic_religious_history,funding_total,Arts and Humanities,Swansea,14013.0
climate_science,funding_total,Environmental Sciences,Swansea,8812676.0
cognition_&_audio,funding_total,Mathematics and Computing,Swansea,398725.0
computer_science,funding_total,Mathematics and Computing,Swansea,7523417.0
computer_vision,funding_total,Mathematics and Computing,Swansea,3092085.0
cosmology,funding_total,Physics,Swansea,1209673.0
criminology_violence,funding_total,Social Sciences,Swansea,410052.0
cyber_security,funding_total,Mathematics and Computing,Swansea,1022459.0
data_methods,funding_total,Medical Science,Swansea,3853813.0
design_&_heritage,funding_total,Arts and Humanities,Swansea,9948531.0
development_studies,funding_total,Social Sciences,Swansea,175843.0
disease_infection_health,funding_total,Medical Science,Swansea,759568.0
drug_tests,funding_total,Medical Science,Swansea,21245714.0
economics,funding_total,Social Sciences,Swansea,8982993.0
ecosystems,funding_total,Environmental Sciences,Swansea,7350146.0
education,funding_total,Social Sciences,Swansea,24777677.0
electronics_transistors,funding_total,Engineering and Technology,Swansea,4955215.0
energy_environmental,funding_total,Engineering and Technology,Swansea,45853560.0
energy_transport_technology,funding_total,Engineering and Technology,Swansea,12089035.0
environment,funding_total,Social Sciences,Swansea,81596.0
environmental_policy,funding_total,Environmental Sciences,Swansea,25113310.0
epidemiology_immunology,funding_total,Life Sciences,Swansea,2000667.0
evidence_for_policy,funding_total,Social Sciences,Swansea,19947176.0
experiments,funding_total,Medical Science,Swansea,265594.0
gender_sexuality,funding_total,Social Sciences,Swansea,122305.0
genetics,funding_total,Medical Science,Swansea,0.0
geology,funding_total,Environmental Sciences,Swansea,2783642.0
health_interventions_policy,funding_total,Medical Science,Swansea,32594248.0
health_social_issues,funding_total,Arts and Humanities,Swansea,1479818.0
hidrology,funding_total,Environmental Sciences,Swansea,3576853.0
imaging,funding_total,Life Sciences,Swansea,843727.0
industrial_application,funding_total,Life Sciences,Swansea,12746819.0
ionisation_plasma,funding_total,Engineering and Technology,Swansea,9901118.0
law,funding_total,Social Sciences,Swansea,216043.0
linguistics,funding_total,Arts and Humanities,Swansea,867301.0
literature,funding_total,Arts and Humanities,Swansea,161702.0
management,funding_total,Social Sciences,Swansea,14763031.0
materials,funding_total,Engineering and Technology,Swansea,11884522.0
mathematics,funding_total,Mathematics and Computing,Swansea,11477011.0
media_performance,funding_total,Arts and Humanities,Swansea,467889.0
medieval_modern_history,funding_total,Arts and Humanities,Swansea,2659157.0
migration_colonial_history,funding_total,Arts and Humanities,Swansea,32535.0
military_history,funding_total,Arts and Humanities,Swansea,188003.0
minerals_fuels,funding_total,Environmental Sciences,Swansea,1439079.0
modelling_&_sensors,funding_total,Environmental Sciences,Swansea,2840456.0
modelling_measurement,funding_total,Mathematics and Computing,Swansea,7133906.0
networks,funding_total,Mathematics and Computing,Swansea,15308545.0
neurology,funding_total,Medical Science,Swansea,2627340.0
neuroscience,funding_total,Life Sciences,Swansea,2549138.0
nutrition_health,funding_total,Life Sciences,Swansea,1699555.0
obesity_metabolism,funding_total,Medical Science,Swansea,2427046.0
particle_physics,funding_total,Physics,Swansea,6005949.0
philosophy,funding_total,Arts and Humanities,Swansea,414112.0
photonics_imaging_quantum,funding_total,Engineering and Technology,Swansea,40074540.0
political_history,funding_total,Arts and Humanities,Swansea,1413985.0
prosthetics_robotics_health,funding_total,Engineering and Technology,Swansea,19245539.0
psychiatry_mental_health,funding_total,Medical Science,Swansea,18714796.0
psychology,funding_total,Social Sciences,Swansea,11834922.0
public_engagement_infrastructure,funding_total,Physics,Swansea,3875613.0
reproduction_fertility,funding_total,Medical Science,Swansea,7607790.0
respiratory_system,funding_total,Medical Science,Swansea,203728.0
robotics_cybernetics,funding_total,Mathematics and Computing,Swansea,4093521.0
security,funding_total,Engineering and Technology,Swansea,6483312.0
sensors_data_telescopy,funding_total,Physics,Swansea,640570.0
social_care,funding_total,Social Sciences,Swansea,24361265.0
social_history,funding_total,Arts and Humanities,Swansea,10433496.0
social_history_identity,funding_total,Arts and Humanities,Swansea,46068.0
sociology,funding_total,Social Sciences,Swansea,265450.0
statistics_data_analysis,funding_total,Mathematics and Computing,Swansea,1933636.0
surgert_cardiology,funding_total,Medical Science,Swansea,4781879.0
systems_infrastructure,funding_total,Engineering and Technology,Swansea,93510851.0
theoretical_physics,funding_total,Physics,Swansea,7901002.0
transport_communications,funding_total,Mathematics and Computing,Swansea,4159680.0
visual,funding_total,Arts and Humanities,Swansea,5586604.0
ageing,count_lq,Medical Science,Neath Port Talbot,0.0
agriculture_plant_biology_entomology,count_lq,Life Sciences,Neath Port Talbot,0.0
applications_devices_users,count_lq,Mathematics and Computing,Neath Port Talbot,3.62445460211926
archaeology,count_lq,Arts and Humanities,Neath Port Talbot,0.0
architecture_spatial,count_lq,Arts and Humanities,Neath Port Talbot,0.0
astronomy,count_lq,Physics,Neath Port Talbot,0.0
astrophysics,count_lq,Physics,Neath Port Talbot,0.0
bio_informatics,count_lq,Life Sciences,Neath Port Talbot,0.0
biopharmaceuticals,count_lq,Life Sciences,Neath Port Talbot,0.0
bones_muscles,count_lq,Life Sciences,Neath Port Talbot,0.0
carbon_greenhouse_pollution,count_lq,Environmental Sciences,Neath Port Talbot,0.0
cells_cancer,count_lq,Medical Science,Neath Port Talbot,0.0
cellular_biology_cancer,count_lq,Life Sciences,Neath Port Talbot,0.0
chemistry_biochemistry,count_lq,Engineering and Technology,Neath Port Talbot,1.2029030478554679
classic_religious_history,count_lq,Arts and Humanities,Neath Port Talbot,0.0
climate_science,count_lq,Environmental Sciences,Neath Port Talbot,0.0
cognition_&_audio,count_lq,Mathematics and Computing,Neath Port Talbot,0.0
computer_science,count_lq,Mathematics and Computing,Neath Port Talbot,0.0
computer_vision,count_lq,Mathematics and Computing,Neath Port Talbot,0.0
cosmology,count_lq,Physics,Neath Port Talbot,0.0
criminology_violence,count_lq,Social Sciences,Neath Port Talbot,0.0
cyber_security,count_lq,Mathematics and Computing,Neath Port Talbot,6.192580759673412
data_methods,count_lq,Medical Science,Neath Port Talbot,0.0
design_&_heritage,count_lq,Arts and Humanities,Neath Port Talbot,1.6177029721333516
development_studies,count_lq,Social Sciences,Neath Port Talbot,0.0
disease_infection_health,count_lq,Medical Science,Neath Port Talbot,0.0
drug_tests,count_lq,Medical Science,Neath Port Talbot,0.0
economics,count_lq,Social Sciences,Neath Port Talbot,0.0
ecosystems,count_lq,Environmental Sciences,Neath Port Talbot,0.0
education,count_lq,Social Sciences,Neath Port Talbot,0.0
electronics_transistors,count_lq,Engineering and Technology,Neath Port Talbot,1.5444444444444445
energy_environmental,count_lq,Engineering and Technology,Neath Port Talbot,3.501856870420556
energy_transport_technology,count_lq,Engineering and Technology,Neath Port Talbot,1.2685063990692262
environment,count_lq,Social Sciences,Neath Port Talbot,8.7837361530715
environmental_policy,count_lq,Environmental Sciences,Neath Port Talbot,1.5911433392620968
epidemiology_immunology,count_lq,Life Sciences,Neath Port Talbot,0.0
evidence_for_policy,count_lq,Social Sciences,Neath Port Talbot,1.8727321524422973
experiments,count_lq,Medical Science,Neath Port Talbot,0.0
gender_sexuality,count_lq,Social Sciences,Neath Port Talbot,0.0
genetics,count_lq,Medical Science,Neath Port Talbot,0.0
geology,count_lq,Environmental Sciences,Neath Port Talbot,0.0
health_interventions_policy,count_lq,Medical Science,Neath Port Talbot,0.0
health_social_issues,count_lq,Arts and Humanities,Neath Port Talbot,0.0
hidrology,count_lq,Environmental Sciences,Neath Port Talbot,0.0
imaging,count_lq,Life Sciences,Neath Port Talbot,0.0
industrial_application,count_lq,Life Sciences,Neath Port Talbot,0.0
ionisation_plasma,count_lq,Engineering and Technology,Neath Port Talbot,0.0
law,count_lq,Social Sciences,Neath Port Talbot,0.0
linguistics,count_lq,Arts and Humanities,Neath Port Talbot,0.0
literature,count_lq,Arts and Humanities,Neath Port Talbot,0.0
management,count_lq,Social Sciences,Neath Port Talbot,0.0
materials,count_lq,Engineering and Technology,Neath Port Talbot,3.1862100456621003
mathematics,count_lq,Mathematics and Computing,Neath Port Talbot,1.7504013646397751
media_performance,count_lq,Arts and Humanities,Neath Port Talbot,0.0
medieval_modern_history,count_lq,Arts and Humanities,Neath Port Talbot,0.0
migration_colonial_history,count_lq,Arts and Humanities,Neath Port Talbot,0.0
military_history,count_lq,Arts and Humanities,Neath Port Talbot,0.0
minerals_fuels,count_lq,Environmental Sciences,Neath Port Talbot,0.0
modelling_&_sensors,count_lq,Environmental Sciences,Neath Port Talbot,0.0
modelling_measurement,count_lq,Mathematics and Computing,Neath Port Talbot,0.0
networks,count_lq,Mathematics and Computing,Neath Port Talbot,0.0
neurology,count_lq,Medical Science,Neath Port Talbot,0.0
neuroscience,count_lq,Life Sciences,Neath Port Talbot,0.0
nutrition_health,count_lq,Life Sciences,Neath Port Talbot,0.0
obesity_metabolism,count_lq,Medical Science,Neath Port Talbot,0.0
particle_physics,count_lq,Physics,Neath Port Talbot,0.0
philosophy,count_lq,Arts and Humanities,Neath Port Talbot,0.0
photonics_imaging_quantum,count_lq,Engineering and Technology,Neath Port Talbot,1.963144271888364
political_history,count_lq,Arts and Humanities,Neath Port Talbot,0.0
prosthetics_robotics_health,count_lq,Engineering and Technology,Neath Port Talbot,2.34847872913301
