,research_topic,metric,discipline,year,location,value
17216,Arts and Humanities,count_total,Arts and Humanities,2013_2014,Ceredigion,8.0
17217,Engineering and Technology,count_total,Engineering and Technology,2013_2014,Ceredigion,1.0
17218,Environmental Sciences,count_total,Environmental Sciences,2013_2014,Ceredigion,11.0
17219,Life Sciences,count_total,Life Sciences,2013_2014,Ceredigion,12.0
17220,Mathematics and Computing,count_total,Mathematics and Computing,2013_2014,Ceredigion,2.0
17221,Medical Science,count_total,Medical Science,2013_2014,Ceredigion,0.0
17222,Physics,count_total,Physics,2013_2014,Ceredigion,0.0
17223,Social Sciences,count_total,Social Sciences,2013_2014,Ceredigion,0.0
17224,Arts and Humanities,count_lq,Arts and Humanities,2013_2014,Ceredigion,2.11454700457258
17225,Engineering and Technology,count_lq,Engineering and Technology,2013_2014,Ceredigion,0.14960301794095715
17226,Environmental Sciences,count_lq,Environmental Sciences,2013_2014,Ceredigion,2.191453940066593
17227,Life Sciences,count_lq,Life Sciences,2013_2014,Ceredigion,1.9765285424514634
17228,Mathematics and Computing,count_lq,Mathematics and Computing,2013_2014,Ceredigion,0.6259520969074056
17229,Medical Science,count_lq,Medical Science,2013_2014,Ceredigion,0.0
17230,Physics,count_lq,Physics,2013_2014,Ceredigion,0.0
17231,Social Sciences,count_lq,Social Sciences,2013_2014,Ceredigion,0.0
17232,Arts and Humanities,funding_total,Arts and Humanities,2013_2014,Ceredigion,537256.0
17233,Engineering and Technology,funding_total,Engineering and Technology,2013_2014,Ceredigion,162543.0
17234,Environmental Sciences,funding_total,Environmental Sciences,2013_2014,Ceredigion,1374455.0
17235,Life Sciences,funding_total,Life Sciences,2013_2014,Ceredigion,5383310.0
17236,Mathematics and Computing,funding_total,Mathematics and Computing,2013_2014,Ceredigion,125581.0
17237,Medical Science,funding_total,Medical Science,2013_2014,Ceredigion,0.0
17238,Physics,funding_total,Physics,2013_2014,Ceredigion,0.0
17239,Social Sciences,funding_total,Social Sciences,2013_2014,Ceredigion,0.0
17240,Arts and Humanities,funding_lq,Arts and Humanities,2013_2014,Ceredigion,1.4685660485967653
17241,Engineering and Technology,funding_lq,Engineering and Technology,2013_2014,Ceredigion,0.07593758090679052
17242,Environmental Sciences,funding_lq,Environmental Sciences,2013_2014,Ceredigion,2.4319829620423277
17243,Life Sciences,funding_lq,Life Sciences,2013_2014,Ceredigion,4.276136254299246
17244,Mathematics and Computing,funding_lq,Mathematics and Computing,2013_2014,Ceredigion,0.1764948653621369
17245,Medical Science,funding_lq,Medical Science,2013_2014,Ceredigion,0.0
17246,Physics,funding_lq,Physics,2013_2014,Ceredigion,0.0
17247,Social Sciences,funding_lq,Social Sciences,2013_2014,Ceredigion,0.0
17248,Arts and Humanities,count_total,Arts and Humanities,2015_2016,Ceredigion,2.0
17249,Engineering and Technology,count_total,Engineering and Technology,2015_2016,Ceredigion,6.0
17250,Environmental Sciences,count_total,Environmental Sciences,2015_2016,Ceredigion,8.0
17251,Life Sciences,count_total,Life Sciences,2015_2016,Ceredigion,9.0
17252,Mathematics and Computing,count_total,Mathematics and Computing,2015_2016,Ceredigion,1.0
17253,Medical Science,count_total,Medical Science,2015_2016,Ceredigion,1.0
17254,Physics,count_total,Physics,2015_2016,Ceredigion,1.0
17255,Social Sciences,count_total,Social Sciences,2015_2016,Ceredigion,0.0
17256,Arts and Humanities,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.7088521621009735
17257,Engineering and Technology,count_lq,Engineering and Technology,2015_2016,Ceredigion,1.0157889045095705
17258,Environmental Sciences,count_lq,Environmental Sciences,2015_2016,Ceredigion,1.7679277244494636
17259,Life Sciences,count_lq,Life Sciences,2015_2016,Ceredigion,1.7609673790776152
17260,Mathematics and Computing,count_lq,Mathematics and Computing,2015_2016,Ceredigion,0.4133879059941906
17261,Medical Science,count_lq,Medical Science,2015_2016,Ceredigion,0.253276168904708
17262,Physics,count_lq,Physics,2015_2016,Ceredigion,0.5249832327297115
17263,Social Sciences,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
17264,Arts and Humanities,funding_total,Arts and Humanities,2015_2016,Ceredigion,80792.0
17265,Engineering and Technology,funding_total,Engineering and Technology,2015_2016,Ceredigion,2120357.0
17266,Environmental Sciences,funding_total,Environmental Sciences,2015_2016,Ceredigion,1515267.0
17267,Life Sciences,funding_total,Life Sciences,2015_2016,Ceredigion,1984113.0
17268,Mathematics and Computing,funding_total,Mathematics and Computing,2015_2016,Ceredigion,559077.0
17269,Medical Science,funding_total,Medical Science,2015_2016,Ceredigion,9677.0
17270,Physics,funding_total,Physics,2015_2016,Ceredigion,240189.0
17271,Social Sciences,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
17272,Arts and Humanities,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.2520885517820016
17273,Engineering and Technology,funding_lq,Engineering and Technology,2015_2016,Ceredigion,1.0636588959577093
17274,Environmental Sciences,funding_lq,Environmental Sciences,2015_2016,Ceredigion,2.4878131793718246
17275,Life Sciences,funding_lq,Life Sciences,2015_2016,Ceredigion,2.2249790119037987
17276,Mathematics and Computing,funding_lq,Mathematics and Computing,2015_2016,Ceredigion,0.834626557975052
17277,Medical Science,funding_lq,Medical Science,2015_2016,Ceredigion,0.006996030496016654
17278,Physics,funding_lq,Physics,2015_2016,Ceredigion,0.642139385613719
17279,Social Sciences,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17280,ageing,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17281,agriculture_plant_biology_entomology,count_total,Life Sciences,2007_2008,Pembrokeshire,0.0
17282,applications_devices_users,count_total,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17283,archaeology,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17284,architecture_spatial,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17285,astronomy,count_total,Physics,2007_2008,Pembrokeshire,0.0
17286,astrophysics,count_total,Physics,2007_2008,Pembrokeshire,0.0
17287,bio_informatics,count_total,Life Sciences,2007_2008,Pembrokeshire,0.0
17288,biopharmaceuticals,count_total,Life Sciences,2007_2008,Pembrokeshire,0.0
17289,bones_muscles,count_total,Life Sciences,2007_2008,Pembrokeshire,0.0
17290,carbon_greenhouse_pollution,count_total,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17291,cells_cancer,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17292,cellular_biology_cancer,count_total,Life Sciences,2007_2008,Pembrokeshire,0.0
17293,chemistry_biochemistry,count_total,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17294,classic_religious_history,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17295,climate_science,count_total,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17296,cognition_&_audio,count_total,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17297,computer_science,count_total,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17298,computer_vision,count_total,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17299,cosmology,count_total,Physics,2007_2008,Pembrokeshire,0.0
17300,criminology_violence,count_total,Social Sciences,2007_2008,Pembrokeshire,0.0
17301,cyber_security,count_total,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17302,data_methods,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17303,design_&_heritage,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17304,development_studies,count_total,Social Sciences,2007_2008,Pembrokeshire,0.0
17305,disease_infection_health,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17306,drug_tests,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17307,economics,count_total,Social Sciences,2007_2008,Pembrokeshire,0.0
17308,ecosystems,count_total,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17309,education,count_total,Social Sciences,2007_2008,Pembrokeshire,0.0
17310,electronics_transistors,count_total,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17311,energy_environmental,count_total,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17312,energy_transport_technology,count_total,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17313,environment,count_total,Social Sciences,2007_2008,Pembrokeshire,0.0
17314,environmental_policy,count_total,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17315,epidemiology_immunology,count_total,Life Sciences,2007_2008,Pembrokeshire,0.0
17316,evidence_for_policy,count_total,Social Sciences,2007_2008,Pembrokeshire,0.0
17317,experiments,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17318,gender_sexuality,count_total,Social Sciences,2007_2008,Pembrokeshire,0.0
17319,genetics,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17320,geology,count_total,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17321,health_interventions_policy,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17322,health_social_issues,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17323,hidrology,count_total,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17324,imaging,count_total,Life Sciences,2007_2008,Pembrokeshire,0.0
17325,industrial_application,count_total,Life Sciences,2007_2008,Pembrokeshire,0.0
17326,ionisation_plasma,count_total,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17327,law,count_total,Social Sciences,2007_2008,Pembrokeshire,0.0
17328,linguistics,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17329,literature,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17330,management,count_total,Social Sciences,2007_2008,Pembrokeshire,0.0
17331,materials,count_total,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17332,mathematics,count_total,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17333,media_performance,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17334,medieval_modern_history,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17335,migration_colonial_history,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17336,military_history,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17337,minerals_fuels,count_total,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17338,modelling_&_sensors,count_total,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17339,modelling_measurement,count_total,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17340,networks,count_total,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17341,neurology,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17342,neuroscience,count_total,Life Sciences,2007_2008,Pembrokeshire,0.0
17343,nutrition_health,count_total,Life Sciences,2007_2008,Pembrokeshire,0.0
17344,obesity_metabolism,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17345,particle_physics,count_total,Physics,2007_2008,Pembrokeshire,0.0
17346,philosophy,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17347,photonics_imaging_quantum,count_total,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17348,political_history,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17349,prosthetics_robotics_health,count_total,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17350,psychiatry_mental_health,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17351,psychology,count_total,Social Sciences,2007_2008,Pembrokeshire,0.0
17352,public_engagement_infrastructure,count_total,Physics,2007_2008,Pembrokeshire,0.0
17353,reproduction_fertility,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17354,respiratory_system,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17355,robotics_cybernetics,count_total,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17356,security,count_total,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17357,sensors_data_telescopy,count_total,Physics,2007_2008,Pembrokeshire,0.0
17358,social_care,count_total,Social Sciences,2007_2008,Pembrokeshire,0.0
17359,social_history,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17360,social_history_identity,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17361,sociology,count_total,Social Sciences,2007_2008,Pembrokeshire,0.0
17362,statistics_data_analysis,count_total,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17363,surgert_cardiology,count_total,Medical Science,2007_2008,Pembrokeshire,0.0
17364,systems_infrastructure,count_total,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17365,theoretical_physics,count_total,Physics,2007_2008,Pembrokeshire,0.0
17366,transport_communications,count_total,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17367,visual,count_total,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17368,ageing,count_lq,Medical Science,2007_2008,Pembrokeshire,0.0
17369,agriculture_plant_biology_entomology,count_lq,Life Sciences,2007_2008,Pembrokeshire,0.0
17370,applications_devices_users,count_lq,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17371,archaeology,count_lq,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17372,architecture_spatial,count_lq,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17373,astronomy,count_lq,Physics,2007_2008,Pembrokeshire,0.0
17374,astrophysics,count_lq,Physics,2007_2008,Pembrokeshire,0.0
17375,bio_informatics,count_lq,Life Sciences,2007_2008,Pembrokeshire,0.0
17376,biopharmaceuticals,count_lq,Life Sciences,2007_2008,Pembrokeshire,0.0
17377,bones_muscles,count_lq,Life Sciences,2007_2008,Pembrokeshire,0.0
17378,carbon_greenhouse_pollution,count_lq,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17379,cells_cancer,count_lq,Medical Science,2007_2008,Pembrokeshire,0.0
17380,cellular_biology_cancer,count_lq,Life Sciences,2007_2008,Pembrokeshire,0.0
17381,chemistry_biochemistry,count_lq,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17382,classic_religious_history,count_lq,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17383,climate_science,count_lq,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17384,cognition_&_audio,count_lq,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17385,computer_science,count_lq,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17386,computer_vision,count_lq,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17387,cosmology,count_lq,Physics,2007_2008,Pembrokeshire,0.0
17388,criminology_violence,count_lq,Social Sciences,2007_2008,Pembrokeshire,0.0
17389,cyber_security,count_lq,Mathematics and Computing,2007_2008,Pembrokeshire,0.0
17390,data_methods,count_lq,Medical Science,2007_2008,Pembrokeshire,0.0
17391,design_&_heritage,count_lq,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17392,development_studies,count_lq,Social Sciences,2007_2008,Pembrokeshire,0.0
17393,disease_infection_health,count_lq,Medical Science,2007_2008,Pembrokeshire,0.0
17394,drug_tests,count_lq,Medical Science,2007_2008,Pembrokeshire,0.0
17395,economics,count_lq,Social Sciences,2007_2008,Pembrokeshire,0.0
17396,ecosystems,count_lq,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17397,education,count_lq,Social Sciences,2007_2008,Pembrokeshire,0.0
17398,electronics_transistors,count_lq,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17399,energy_environmental,count_lq,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17400,energy_transport_technology,count_lq,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17401,environment,count_lq,Social Sciences,2007_2008,Pembrokeshire,0.0
17402,environmental_policy,count_lq,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17403,epidemiology_immunology,count_lq,Life Sciences,2007_2008,Pembrokeshire,0.0
17404,evidence_for_policy,count_lq,Social Sciences,2007_2008,Pembrokeshire,0.0
17405,experiments,count_lq,Medical Science,2007_2008,Pembrokeshire,0.0
17406,gender_sexuality,count_lq,Social Sciences,2007_2008,Pembrokeshire,0.0
17407,genetics,count_lq,Medical Science,2007_2008,Pembrokeshire,0.0
17408,geology,count_lq,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17409,health_interventions_policy,count_lq,Medical Science,2007_2008,Pembrokeshire,0.0
17410,health_social_issues,count_lq,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17411,hidrology,count_lq,Environmental Sciences,2007_2008,Pembrokeshire,0.0
17412,imaging,count_lq,Life Sciences,2007_2008,Pembrokeshire,0.0
17413,industrial_application,count_lq,Life Sciences,2007_2008,Pembrokeshire,0.0
17414,ionisation_plasma,count_lq,Engineering and Technology,2007_2008,Pembrokeshire,0.0
17415,law,count_lq,Social Sciences,2007_2008,Pembrokeshire,0.0
17416,linguistics,count_lq,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17417,literature,count_lq,Arts and Humanities,2007_2008,Pembrokeshire,0.0
17418,management,count_lq,Social Sciences,2007_2008,Pembrokeshire,0.0
17419,materials,count_lq,Engineering and Technology,2007_2008,Pembrokeshire,0.0
